,Player Full Name,Player First Name,Player Last Name,Player API ID,Teams
263,Zach LaVine,Zach,LaVine,203897,"['Minnesota Timberwolves', 'Chicago Bulls']"
264,Jock Landale,Jock,Landale,1629111,"['San Antonio Spurs', 'Phoenix Suns', 'Houston Rockets']"
265,A.J. Lawson,A.J.,Lawson,1630639,"['Minnesota Timberwolves', 'Dallas Mavericks']"
266,Caris LeVert,Caris,LeVert,1627747,"['Brooklyn Nets', 'Indiana Pacers', 'Cleveland Cavaliers']"
267,Damion Lee,Damion,Lee,1627814,"['Atlanta Hawks', 'Golden State Warriors', 'Phoenix Suns']"
268,Saben Lee,Saben,Lee,1630240,"['Detroit Pistons', 'Philadelphia 76ers', 'Phoenix Suns']"
269,Alex Len,Alex,Len,203458,"['Phoenix Suns', 'Atlanta Hawks', 'Sacramento Kings', 'Toronto Raptors', 'Washington Wizards', 'Sacramento Kings']"
270,Kawhi Leonard,Kawhi,Leonard,202695,"['San Antonio Spurs', 'Toronto Raptors', 'Los Angeles Clippers']"
272,Maxwell Lewis,Maxwell,Lewis,1641721,['Los Angeles Lakers']
273,Kira Lewis Jr.,Kira,Lewis Jr.,1630184,['New Orleans Pelicans']
274,E.J. Liddell,E.J.,Liddell,1630604,['New Orleans Pelicans']
275,Damian Lillard,Damian,Lillard,203081,"['Portland Trail Blazers', 'Milwaukee Bucks']"
276,Nassir Little,Nassir,Little,1629642,"['Portland Trail Blazers', 'Phoenix Suns']"
277,Dereck Lively II,Dereck,Lively II,1641726,['Dallas Mavericks']
278,Isaiah Livers,Isaiah,Livers,1630587,['Detroit Pistons']
279,Chris Livingston,Chris,Livingston,1641753,['Milwaukee Bucks']
280,Kenneth Lofton Jr.,Kenneth,Lofton Jr.,1631254,['Memphis Grizzlies']
281,Kevon Looney,Kevon,Looney,1626172,['Golden State Warriors']
282,Brook Lopez,Brook,Lopez,201572,"['Brooklyn Nets', 'Los Angeles Lakers', 'Milwaukee Bucks']"
283,Robin Lopez,Robin,Lopez,201577,"['Phoenix Suns', 'New Orleans Pelicans', 'Portland Trail Blazers', 'New York Knicks', 'Chicago Bulls', 'Milwaukee Bucks', 'Washington Wizards', 'Orlando Magic', 'Cleveland Cavaliers', 'Milwaukee Bucks']"
284,Kevin Love,Kevin,Love,201567,"['Minnesota Timberwolves', 'Cleveland Cavaliers', 'Miami Heat']"
285,Kyle Lowry,Kyle,Lowry,200768,"['Memphis Grizzlies', 'Houston Rockets', 'Toronto Raptors', 'Miami Heat']"
286,Seth Lundy,Seth,Lundy,1641754,['Atlanta Hawks']
287,Trey Lyles,Trey,Lyles,1626168,"['Utah Jazz', 'Denver Nuggets', 'San Antonio Spurs', 'Detroit Pistons', 'Sacramento Kings']"
288,Theo Maledon,Theo,Maledon,1630177,"['Oklahoma City Thunder', 'Charlotte Hornets']"
289,Sandro Mamukelashvili,Sandro,Mamukelashvili,1630572,"['Milwaukee Bucks', 'San Antonio Spurs']"
290,Terance Mann,Terance,Mann,1629611,['Los Angeles Clippers']
291,Tre Mann,Tre,Mann,1630544,['Oklahoma City Thunder']
292,Boban Marjanovic,Boban,Marjanovic,1626246,"['San Antonio Spurs', 'Detroit Pistons', 'Los Angeles Clippers', 'Philadelphia 76ers', 'Dallas Mavericks', 'Houston Rockets']"
293,Lauri Markkanen,Lauri,Markkanen,1628374,"['Chicago Bulls', 'Cleveland Cavaliers', 'Utah Jazz']"
294,Naji Marshall,Naji,Marshall,1630230,['New Orleans Pelicans']
295,Caleb Martin,Caleb,Martin,1628997,"['Charlotte Hornets', 'Miami Heat']"
296,Cody Martin,Cody,Martin,1628998,['Charlotte Hornets']
297,KJ Martin,KJ,Martin,1630231,"['Houston Rockets', 'Los Angeles Clippers', 'Philadelphia 76ers']"
298,Garrison Mathews,Garrison,Mathews,1629726,"['Washington Wizards', 'Houston Rockets', 'Atlanta Hawks']"
299,Bennedict Mathurin,Bennedict,Mathurin,1631097,['Indiana Pacers']
300,Wesley Matthews,Wesley,Matthews,202083,"['Utah Jazz', 'Portland Trail Blazers', 'Dallas Mavericks', 'New York Knicks', 'Indiana Pacers', 'Milwaukee Bucks', 'Los Angeles Lakers', 'Milwaukee Bucks', 'Atlanta Hawks']"
301,Tyrese Maxey,Tyrese,Maxey,1630178,['Philadelphia 76ers']
302,Skylar Mays,Skylar,Mays,1630219,"['Atlanta Hawks', 'Portland Trail Blazers']"
303,Miles McBride,Miles,McBride,1630540,['New York Knicks']
304,CJ McCollum,CJ,McCollum,203468,"['Portland Trail Blazers', 'New Orleans Pelicans']"
305,T.J. McConnell,T.J.,McConnell,204456,"['Philadelphia 76ers', 'Indiana Pacers']"
306,Jaden McDaniels,Jaden,McDaniels,1630183,['Minnesota Timberwolves']
307,Jalen McDaniels,Jalen,McDaniels,1629667,"['Charlotte Hornets', 'Philadelphia 76ers', 'Toronto Raptors']"
308,Doug McDermott,Doug,McDermott,203926,"['Chicago Bulls', 'Oklahoma City Thunder', 'New York Knicks', 'Dallas Mavericks', 'Indiana Pacers', 'San Antonio Spurs']"
309,JaVale McGee,JaVale,McGee,201580,"['Washington Wizards', 'Denver Nuggets', 'Philadelphia 76ers', 'Dallas Mavericks', 'Golden State Warriors', 'Los Angeles Lakers', 'Cleveland Cavaliers', 'Denver Nuggets', 'Phoenix Suns', 'Dallas Mavericks', 'Sacramento Kings']"
310,Bryce McGowens,Bryce,McGowens,1631121,['Charlotte Hornets']
311,Jordan McLaughlin,Jordan,McLaughlin,1629162,['Minnesota Timberwolves']
312,De'Anthony Melton,De'Anthony,Melton,1629001,"['Phoenix Suns', 'Memphis Grizzlies', 'Philadelphia 76ers']"
313,Sam Merrill,Sam,Merrill,1630241,"['Milwaukee Bucks', 'Memphis Grizzlies', 'Cleveland Cavaliers']"
314,Chimezie Metu,Chimezie,Metu,1629002,"['San Antonio Spurs', 'Sacramento Kings', 'Phoenix Suns']"
315,Vasilije Micic,Vasilije,Micic,203995,['Oklahoma City Thunder']
316,Khris Middleton,Khris,Middleton,203114,"['Detroit Pistons', 'Milwaukee Bucks']"
317,Brandon Miller,Brandon,Miller,1641706,['Charlotte Hornets']
318,Jordan Miller,Jordan,Miller,1641757,['Los Angeles Clippers']
319,Leonard Miller,Leonard,Miller,1631159,['Minnesota Timberwolves']
320,Patty Mills,Patty,Mills,201988,"['Portland Trail Blazers', 'San Antonio Spurs', 'Brooklyn Nets', 'Atlanta Hawks']"
321,Shake Milton,Shake,Milton,1629003,"['Philadelphia 76ers', 'Minnesota Timberwolves']"
322,Justin Minaya,Justin,Minaya,1631303,['Portland Trail Blazers']
323,Josh Minott,Josh,Minott,1631169,['Minnesota Timberwolves']
324,Davion Mitchell,Davion,Mitchell,1630558,['Sacramento Kings']
325,Donovan Mitchell,Donovan,Mitchell,1628378,"['Utah Jazz', 'Cleveland Cavaliers']"
326,Evan Mobley,Evan,Mobley,1630596,['Cleveland Cavaliers']
327,Isaiah Mobley,Isaiah,Mobley,1630600,['Cleveland Cavaliers']
328,Malik Monk,Malik,Monk,1628370,"['Charlotte Hornets', 'Los Angeles Lakers', 'Sacramento Kings']"
329,Moses Moody,Moses,Moody,1630541,['Golden State Warriors']
330,Wendell Moore Jr.,Wendell,Moore Jr.,1631111,['Minnesota Timberwolves']
331,Ja Morant,Ja,Morant,1629630,['Memphis Grizzlies']
332,Markieff Morris,Markieff,Morris,202693,"['Phoenix Suns', 'Washington Wizards', 'Oklahoma City Thunder', 'Detroit Pistons', 'Los Angeles Lakers', 'Miami Heat', 'Brooklyn Nets', 'Dallas Mavericks']"
333,Monte Morris,Monte,Morris,1628420,"['Denver Nuggets', 'Washington Wizards']"
334,Marcus Morris Sr.,Marcus,Morris Sr.,202694,"['Houston Rockets', 'Phoenix Suns', 'Detroit Pistons', 'Boston Celtics', 'New York Knicks', 'Los Angeles Clippers', 'Philadelphia 76ers']"
335,Trey Murphy III,Trey,Murphy III,1630530,['New Orleans Pelicans']
336,Dejounte Murray,Dejounte,Murray,1627749,"['San Antonio Spurs', 'Atlanta Hawks']"
337,Jamal Murray,Jamal,Murray,1627750,['Denver Nuggets']
338,Keegan Murray,Keegan,Murray,1631099,['Sacramento Kings']
339,Kris Murray,Kris,Murray,1631200,['Portland Trail Blazers']
340,Mike Muscala,Mike,Muscala,203488,"['Atlanta Hawks', 'Philadelphia 76ers', 'Los Angeles Lakers', 'Oklahoma City Thunder', 'Boston Celtics', 'Washington Wizards']"
341,Svi Mykhailiuk,Svi,Mykhailiuk,1629004,"['Los Angeles Lakers', 'Detroit Pistons', 'Oklahoma City Thunder', 'Toronto Raptors', 'New York Knicks', 'Charlotte Hornets', 'Boston Celtics']"
342,Larry Nance Jr.,Larry,Nance Jr.,1626204,"['Los Angeles Lakers', 'Cleveland Cavaliers', 'Portland Trail Blazers', 'New Orleans Pelicans']"
343,Andrew Nembhard,Andrew,Nembhard,1629614,['Indiana Pacers']
344,Aaron Nesmith,Aaron,Nesmith,1630174,"['Boston Celtics', 'Indiana Pacers']"
345,Georges Niang,Georges,Niang,1627777,"['Indiana Pacers', 'Utah Jazz', 'Philadelphia 76ers', 'Cleveland Cavaliers']"
346,Daishen Nix,Daishen,Nix,1630227,"['Houston Rockets', 'Minnesota Timberwolves']"
347,Zeke Nnaji,Zeke,Nnaji,1630192,['Denver Nuggets']
349,Markquis Nowell,Markquis,Nowell,1641806,['Toronto Raptors']
350,Frank Ntilikina,Frank,Ntilikina,1628373,"['New York Knicks', 'Dallas Mavericks']"
351,Jusuf Nurkic,Jusuf,Nurkic,203994,"['Denver Nuggets', 'Portland Trail Blazers', 'Phoenix Suns']"
352,Jordan Nwora,Jordan,Nwora,1629670,"['Milwaukee Bucks', 'Indiana Pacers']"
353,Royce O'Neale,Royce,O'Neale,1626220,"['Utah Jazz', 'Brooklyn Nets']"
354,Chuma Okeke,Chuma,Okeke,1629643,['Orlando Magic']
355,Josh Okogie,Josh,Okogie,1629006,"['Minnesota Timberwolves', 'Phoenix Suns']"
356,Onyeka Okongwu,Onyeka,Okongwu,1630168,['Atlanta Hawks']
357,Isaac Okoro,Isaac,Okoro,1630171,['Cleveland Cavaliers']
358,Victor Oladipo,Victor,Oladipo,203506,"['Orlando Magic', 'Oklahoma City Thunder', 'Indiana Pacers', 'Houston Rockets', 'Miami Heat']"
359,Kelly Olynyk,Kelly,Olynyk,203482,"['Boston Celtics', 'Miami Heat', 'Houston Rockets', 'Detroit Pistons', 'Utah Jazz']"
360,Eugene Omoruyi,Eugene,Omoruyi,1630647,"['Dallas Mavericks', 'Oklahoma City Thunder', 'Detroit Pistons', 'Washington Wizards']"
361,Cedi Osman,Cedi,Osman,1626224,"['Cleveland Cavaliers', 'San Antonio Spurs']"
362,Kelly Oubre Jr.,Kelly,Oubre Jr.,1626162,"['Washington Wizards', 'Phoenix Suns', 'Golden State Warriors', 'Charlotte Hornets', 'Philadelphia 76ers']"
363,Chris Paul,Chris,Paul,101108,"['New Orleans Pelicans', 'Los Angeles Clippers', 'Houston Rockets', 'Oklahoma City Thunder', 'Phoenix Suns', 'Golden State Warriors']"
364,Cameron Payne,Cameron,Payne,1626166,"['Oklahoma City Thunder', 'Chicago Bulls', 'Cleveland Cavaliers', 'Phoenix Suns', 'Milwaukee Bucks']"
365,Gary Payton II,Gary,Payton II,1627780,"['Milwaukee Bucks', 'Los Angeles Lakers', 'Washington Wizards', 'Golden State Warriors', 'Portland Trail Blazers', 'Golden State Warriors']"
366,Filip Petrusev,Filip,Petrusev,1630196,"['Philadelphia 76ers', 'Sacramento Kings']"
367,Julian Phillips,Julian,Phillips,1641763,['Chicago Bulls']
368,Jalen Pickett,Jalen,Pickett,1629618,['Denver Nuggets']
369,Mason Plumlee,Mason,Plumlee,203486,"['Brooklyn Nets', 'Portland Trail Blazers', 'Denver Nuggets', 'Detroit Pistons', 'Charlotte Hornets', 'Los Angeles Clippers']"
370,Brandin Podziemski,Brandin,Podziemski,1641764,['Golden State Warriors']
371,Jakob Poeltl,Jakob,Poeltl,1627751,"['Toronto Raptors', 'San Antonio Spurs', 'Toronto Raptors']"
372,Aleksej Pokusevski,Aleksej,Pokusevski,1630197,['Oklahoma City Thunder']
373,Jordan Poole,Jordan,Poole,1629673,"['Golden State Warriors', 'Washington Wizards']"
374,Craig Porter,Craig,Porter,1641854,['Cleveland Cavaliers']
375,Michael Porter Jr.,Michael,Porter Jr.,1629008,['Denver Nuggets']
376,Otto Porter Jr.,Otto,Porter Jr.,203490,"['Washington Wizards', 'Chicago Bulls', 'Orlando Magic', 'Golden State Warriors', 'Toronto Raptors']"
377,Bobby Portis,Bobby,Portis,1626171,"['Chicago Bulls', 'Washington Wizards', 'New York Knicks', 'Milwaukee Bucks']"
378,Kristaps Porzingis,Kristaps,Porzingis,204001,"['New York Knicks', 'Dallas Mavericks', 'Washington Wizards', 'Boston Celtics']"
379,Micah Potter,Micah,Potter,1630695,"['Detroit Pistons', 'Utah Jazz']"
380,Dwight Powell,Dwight,Powell,203939,"['Boston Celtics', 'Dallas Mavericks']"
381,Norman Powell,Norman,Powell,1626181,"['Toronto Raptors', 'Portland Trail Blazers', 'Los Angeles Clippers']"
382,Joshua Primo,Joshua,Primo,1630563,"['San Antonio Spurs', 'Los Angeles Clippers']"
383,Taurean Prince,Taurean,Prince,1627752,"['Atlanta Hawks', 'Brooklyn Nets', 'Cleveland Cavaliers', 'Minnesota Timberwolves', 'Los Angeles Lakers']"
384,Payton Pritchard,Payton,Pritchard,1630202,['Boston Celtics']
385,Olivier-Maxence Prosper,Olivier-Maxence,Prosper,1641765,['Dallas Mavericks']
386,Trevelin Queen,Trevelin,Queen,1630243,"['Houston Rockets', 'Indiana Pacers']"
387,Neemias Queta,Neemias,Queta,1629674,"['Sacramento Kings', 'Boston Celtics']"
388,Immanuel Quickley,Immanuel,Quickley,1630193,['New York Knicks']
389,Lester Quinones,Lester,Quinones,1631311,['Golden State Warriors']
390,Julius Randle,Julius,Randle,203944,"['Los Angeles Lakers', 'New Orleans Pelicans', 'New York Knicks']"
391,Duop Reath,Duop,Reath,1641871,['Portland Trail Blazers']
392,Austin Reaves,Austin,Reaves,1630559,['Los Angeles Lakers']
393,Cam Reddish,Cam,Reddish,1629629,"['Atlanta Hawks', 'New York Knicks', 'Portland Trail Blazers', 'Los Angeles Lakers']"
394,Paul Reed,Paul,Reed,1630194,['Philadelphia 76ers']
395,Naz Reid,Naz,Reid,1629675,['Minnesota Timberwolves']
396,Jared Rhoden,Jared,Rhoden,1631197,['Detroit Pistons']
398,Nick Richards,Nick,Richards,1630208,['Charlotte Hornets']
399,Josh Richardson,Josh,Richardson,1626196,"['Miami Heat', 'Philadelphia 76ers', 'Dallas Mavericks', 'Boston Celtics', 'San Antonio Spurs', 'New Orleans Pelicans', 'Miami Heat']"
400,Duncan Robinson,Duncan,Robinson,1629130,['Miami Heat']
401,Jerome Robinson,Jerome,Robinson,1629010,"['Los Angeles Clippers', 'Washington Wizards', 'Golden State Warriors']"
402,Mitchell Robinson,Mitchell,Robinson,1629011,['New York Knicks']
403,Orlando Robinson,Orlando,Robinson,1631115,['Miami Heat']
404,Jeremiah Robinson-Earl,Jeremiah,Robinson-Earl,1630526,"['Oklahoma City Thunder', 'New Orleans Pelicans']"
405,David Roddy,David,Roddy,1631223,['Memphis Grizzlies']
406,Ryan Rollins,Ryan,Rollins,1631157,"['Golden State Warriors', 'Washington Wizards']"
407,Derrick Rose,Derrick,Rose,201565,"['Chicago Bulls', 'New York Knicks', 'Cleveland Cavaliers', 'Minnesota Timberwolves', 'Detroit Pistons', 'New York Knicks', 'Memphis Grizzlies']"
408,Terry Rozier,Terry,Rozier,1626179,"['Boston Celtics', 'Charlotte Hornets']"
409,Ricky Rubio,Ricky,Rubio,201937,"['Minnesota Timberwolves', 'Utah Jazz', 'Phoenix Suns', 'Minnesota Timberwolves', 'Cleveland Cavaliers']"
410,Rayan Rupert,Rayan,Rupert,1641712,['Portland Trail Blazers']
411,D'Angelo Russell,D'Angelo,Russell,1626156,"['Los Angeles Lakers', 'Brooklyn Nets', 'Golden State Warriors', 'Minnesota Timberwolves', 'Los Angeles Lakers']"
412,Matt Ryan,Matt,Ryan,1630346,"['Boston Celtics', 'Los Angeles Lakers', 'Minnesota Timberwolves', 'New Orleans Pelicans']"
413,Domantas Sabonis,Domantas,Sabonis,1627734,"['Oklahoma City Thunder', 'Indiana Pacers', 'Sacramento Kings']"
414,Luka Samanic,Luka,Samanic,1629677,"['San Antonio Spurs', 'Utah Jazz']"
415,Jermaine Samuels Jr.,Jermaine,Samuels Jr.,1631257,['Houston Rockets']
417,Gui Santos,Gui,Santos,1630611,['Golden State Warriors']
418,Dario Saric,Dario,Saric,203967,"['Philadelphia 76ers', 'Minnesota Timberwolves', 'Phoenix Suns', 'Oklahoma City Thunder', 'Golden State Warriors']"
419,Olivier Sarr,Olivier,Sarr,1630846,['Oklahoma City Thunder']
420,Marcus Sasser,Marcus,Sasser,1631204,['Detroit Pistons']
421,Admiral Schofield,Admiral,Schofield,1629678,"['Washington Wizards', 'Orlando Magic']"
422,Dennis Schroder,Dennis,Schroder,203471,"['Atlanta Hawks', 'Oklahoma City Thunder', 'Los Angeles Lakers', 'Boston Celtics', 'Houston Rockets', 'Los Angeles Lakers', 'Toronto Raptors']"
423,Dereon Seabron,Dereon,Seabron,1631220,['New Orleans Pelicans']
424,Alperen Sengun,Alperen,Sengun,1630578,['Houston Rockets']
425,Brice Sensabaugh,Brice,Sensabaugh,1641729,['Utah Jazz']
426,Collin Sexton,Collin,Sexton,1629012,"['Cleveland Cavaliers', 'Utah Jazz']"
427,Landry Shamet,Landry,Shamet,1629013,"['Philadelphia 76ers', 'Los Angeles Clippers', 'Brooklyn Nets', 'Phoenix Suns', 'Washington Wizards']"
428,Day'Ron Sharpe,Day'Ron,Sharpe,1630549,['Brooklyn Nets']
429,Shaedon Sharpe,Shaedon,Sharpe,1631101,['Portland Trail Blazers']
430,Ben Sheppard,Ben,Sheppard,1641767,['Indiana Pacers']
431,Pascal Siakam,Pascal,Siakam,1627783,['Toronto Raptors']
432,Ben Simmons,Ben,Simmons,1627732,"['Philadelphia 76ers', 'Brooklyn Nets']"
433,Anfernee Simons,Anfernee,Simons,1629014,['Portland Trail Blazers']
434,Jericho Sims,Jericho,Sims,1630579,['New York Knicks']
435,Jalen Slawson,Jalen,Slawson,1641771,['Sacramento Kings']
436,Javonte Smart,Javonte,Smart,1630606,"['Milwaukee Bucks', 'Miami Heat']"
437,Marcus Smart,Marcus,Smart,203935,"['Boston Celtics', 'Memphis Grizzlies']"
438,Dru Smith,Dru,Smith,1630696,"['Miami Heat', 'Brooklyn Nets', 'Miami Heat']"
439,Ish Smith,Ish,Smith,202397,"['Houston Rockets', 'Memphis Grizzlies', 'Golden State Warriors', 'Orlando Magic', 'Milwaukee Bucks', 'Phoenix Suns', 'Oklahoma City Thunder', 'Philadelphia 76ers', 'New Orleans Pelicans', 'Philadelphia 76ers', 'Detroit Pistons', 'Washington Wizards', 'Charlotte Hornets', 'Washington Wizards', 'Denver Nuggets', 'Charlotte Hornets']"
440,Jalen Smith,Jalen,Smith,1630188,"['Phoenix Suns', 'Indiana Pacers']"
442,Dennis Smith Jr.,Dennis,Smith Jr.,1628372,"['Dallas Mavericks', 'New York Knicks', 'Detroit Pistons', 'Portland Trail Blazers', 'Charlotte Hornets', 'Brooklyn Nets']"
443,Jabari Smith Jr.,Jabari,Smith Jr.,1631095,['Houston Rockets']
444,Nick Smith Jr.,Nick,Smith Jr.,1641733,['Charlotte Hornets']
445,Jeremy Sochan,Jeremy,Sochan,1631110,['San Antonio Spurs']
446,Jaden Springer,Jaden,Springer,1630531,['Philadelphia 76ers']
447,Lamar Stevens,Lamar,Stevens,1630205,"['Cleveland Cavaliers', 'Boston Celtics']"
448,Isaiah Stewart,Isaiah,Stewart,1630191,['Detroit Pistons']
449,Julian Strawther,Julian,Strawther,1631124,['Denver Nuggets']
450,Max Strus,Max,Strus,1629622,"['Chicago Bulls', 'Miami Heat', 'Cleveland Cavaliers']"
451,Jalen Suggs,Jalen,Suggs,1630591,['Orlando Magic']
452,Cole Swider,Cole,Swider,1631306,"['Los Angeles Lakers', 'Miami Heat']"
453,Jae'Sean Tate,Jae'Sean,Tate,1630256,['Houston Rockets']
454,Jayson Tatum,Jayson,Tatum,1628369,['Boston Celtics']
455,Terry Taylor,Terry,Taylor,1630678,"['Indiana Pacers', 'Chicago Bulls']"
456,Garrett Temple,Garrett,Temple,202066,"['Houston Rockets', 'Sacramento Kings', 'San Antonio Spurs', 'Milwaukee Bucks', 'Charlotte Hornets', 'Washington Wizards', 'Sacramento Kings', 'Memphis Grizzlies', 'Los Angeles Clippers', 'Brooklyn Nets', 'Chicago Bulls', 'New Orleans Pelicans', 'Toronto Raptors']"
457,Dalen Terry,Dalen,Terry,1631207,['Chicago Bulls']
458,Daniel Theis,Daniel,Theis,1628464,"['Boston Celtics', 'Chicago Bulls', 'Houston Rockets', 'Boston Celtics', 'Indiana Pacers', 'Los Angeles Clippers']"
459,Cam Thomas,Cam,Thomas,1630560,['Brooklyn Nets']
460,Amen Thompson,Amen,Thompson,1641708,['Houston Rockets']
461,Ausar Thompson,Ausar,Thompson,1641709,['Detroit Pistons']
462,Klay Thompson,Klay,Thompson,202691,['Golden State Warriors']
463,Tristan Thompson,Tristan,Thompson,202684,"['Cleveland Cavaliers', 'Boston Celtics', 'Sacramento Kings', 'Indiana Pacers', 'Chicago Bulls', 'Cleveland Cavaliers']"
464,JT Thor,JT,Thor,1630550,['Charlotte Hornets']
465,Matisse Thybulle,Matisse,Thybulle,1629680,"['Philadelphia 76ers', 'Portland Trail Blazers']"
466,Xavier Tillman,Xavier,Tillman,1630214,['Memphis Grizzlies']
467,Jacob Toppin,Jacob,Toppin,1631210,['New York Knicks']
468,Obi Toppin,Obi,Toppin,1630167,"['New York Knicks', 'Indiana Pacers']"
469,Karl-Anthony Towns,Karl-Anthony,Towns,1626157,['Minnesota Timberwolves']
470,Gary Trent Jr.,Gary,Trent Jr.,1629018,"['Portland Trail Blazers', 'Toronto Raptors']"
471,Oscar Tshiebwe,Oscar,Tshiebwe,1631131,['Indiana Pacers']
472,P.J. Tucker,P.J.,Tucker,200782,"['Toronto Raptors', 'Phoenix Suns', 'Toronto Raptors', 'Houston Rockets', 'Milwaukee Bucks', 'Miami Heat', 'Philadelphia 76ers', 'Los Angeles Clippers']"
473,Myles Turner,Myles,Turner,1626167,['Indiana Pacers']
474,Hunter Tyson,Hunter,Tyson,1641816,['Denver Nuggets']
475,Stanley Umude,Stanley,Umude,1630649,['Detroit Pistons']
476,Jonas Valanciunas,Jonas,Valanciunas,202685,"['Toronto Raptors', 'Memphis Grizzlies', 'New Orleans Pelicans']"
477,Fred VanVleet,Fred,VanVleet,1627832,"['Toronto Raptors', 'Houston Rockets']"
478,Jarred Vanderbilt,Jarred,Vanderbilt,1629020,"['Denver Nuggets', 'Minnesota Timberwolves', 'Utah Jazz', 'Los Angeles Lakers']"
479,Devin Vassell,Devin,Vassell,1630170,['San Antonio Spurs']
480,Sasha Vezenkov,Sasha,Vezenkov,1628426,['Sacramento Kings']
481,Gabe Vincent,Gabe,Vincent,1629216,"['Miami Heat', 'Los Angeles Lakers']"
482,Nikola Vucevic,Nikola,Vucevic,202696,"['Philadelphia 76ers', 'Orlando Magic', 'Chicago Bulls']"
483,Dean Wade,Dean,Wade,1629731,['Cleveland Cavaliers']
484,Franz Wagner,Franz,Wagner,1630532,['Orlando Magic']
485,Moritz Wagner,Moritz,Wagner,1629021,"['Los Angeles Lakers', 'Washington Wizards', 'Boston Celtics', 'Orlando Magic']"
486,Ish Wainright,Ish,Wainright,1630688,"['Phoenix Suns', 'Portland Trail Blazers']"
487,Jabari Walker,Jabari,Walker,1631133,['Portland Trail Blazers']
488,Jarace Walker,Jarace,Walker,1641716,['Indiana Pacers']
489,Lonnie Walker IV,Lonnie,Walker IV,1629022,"['San Antonio Spurs', 'Los Angeles Lakers', 'Brooklyn Nets']"
490,Cason Wallace,Cason,Wallace,1641717,['Oklahoma City Thunder']
492,P.J. Washington,P.J.,Washington,1629023,['Charlotte Hornets']
493,Duane Washington Jr.,Duane,Washington Jr.,1630613,"['Indiana Pacers', 'Phoenix Suns']"
494,TyTy Washington Jr.,TyTy,Washington Jr.,1631102,"['Houston Rockets', 'Milwaukee Bucks']"
495,Yuta Watanabe,Yuta,Watanabe,1629139,"['Memphis Grizzlies', 'Toronto Raptors', 'Brooklyn Nets', 'Phoenix Suns']"
496,Lindy Waters III,Lindy,Waters III,1630322,['Oklahoma City Thunder']
497,Trendon Watford,Trendon,Watford,1630570,"['Portland Trail Blazers', 'Brooklyn Nets']"
498,Peyton Watson,Peyton,Watson,1631212,['Denver Nuggets']
499,Victor Wembanyama,Victor,Wembanyama,1641705,['San Antonio Spurs']
500,Blake Wesley,Blake,Wesley,1631104,['San Antonio Spurs']
501,Russell Westbrook,Russell,Westbrook,201566,"['Oklahoma City Thunder', 'Houston Rockets', 'Washington Wizards', 'Los Angeles Lakers', 'Los Angeles Clippers']"
502,Coby White,Coby,White,1629632,['Chicago Bulls']
503,Derrick White,Derrick,White,1628401,"['San Antonio Spurs', 'Boston Celtics']"
504,Dariq Whitehead,Dariq,Whitehead,1641727,['Brooklyn Nets']
505,Cam Whitmore,Cam,Whitmore,1641715,['Houston Rockets']
506,Aaron Wiggins,Aaron,Wiggins,1630598,['Oklahoma City Thunder']
507,Andrew Wiggins,Andrew,Wiggins,203952,"['Minnesota Timberwolves', 'Golden State Warriors']"
508,Lindell Wigginton,Lindell,Wigginton,1629623,['Milwaukee Bucks']
509,Grant Williams,Grant,Williams,1629684,"['Boston Celtics', 'Dallas Mavericks']"
510,Jalen Williams,Jalen,Williams,1631114,['Oklahoma City Thunder']
511,Jaylin Williams,Jaylin,Williams,1631119,['Oklahoma City Thunder']
512,Kenrich Williams,Kenrich,Williams,1629026,"['New Orleans Pelicans', 'Oklahoma City Thunder']"
513,Mark Williams,Mark,Williams,1631109,['Charlotte Hornets']
514,Nate Williams,Nate,Williams,1631466,"['Portland Trail Blazers', 'Houston Rockets']"
515,Patrick Williams,Patrick,Williams,1630172,['Chicago Bulls']
516,Ziaire Williams,Ziaire,Williams,1630533,['Memphis Grizzlies']
517,Robert Williams III,Robert,Williams III,1629057,"['Boston Celtics', 'Portland Trail Blazers']"
518,Vince Williams Jr.,Vince,Williams Jr.,1631246,['Memphis Grizzlies']
519,Zion Williamson,Zion,Williamson,1629627,['New Orleans Pelicans']
520,Jalen Wilson,Jalen,Wilson,1630592,['Brooklyn Nets']
521,Dylan Windler,Dylan,Windler,1629685,"['Cleveland Cavaliers', 'New York Knicks']"
522,James Wiseman,James,Wiseman,1630164,"['Golden State Warriors', 'Detroit Pistons']"
524,Christian Wood,Christian,Wood,1626174,"['Philadelphia 76ers', 'Charlotte Hornets', 'Milwaukee Bucks', 'New Orleans Pelicans', 'Detroit Pistons', 'Houston Rockets', 'Dallas Mavericks', 'Los Angeles Lakers']"
525,Delon Wright,Delon,Wright,1626153,"['Toronto Raptors', 'Memphis Grizzlies', 'Dallas Mavericks', 'Detroit Pistons', 'Sacramento Kings', 'Atlanta Hawks', 'Washington Wizards']"
526,Thaddeus Young,Thaddeus,Young,201152,"['Philadelphia 76ers', 'Minnesota Timberwolves', 'Brooklyn Nets', 'Indiana Pacers', 'Chicago Bulls', 'San Antonio Spurs', 'Toronto Raptors']"
527,Trae Young,Trae,Young,1629027,['Atlanta Hawks']
528,Omer Yurtseven,Omer,Yurtseven,1630209,"['Miami Heat', 'Utah Jazz']"
529,Cody Zeller,Cody,Zeller,203469,"['Charlotte Hornets', 'Portland Trail Blazers', 'Miami Heat', 'New Orleans Pelicans']"
